_num,_widgetName,_source,_resultNumber,_pageUrl,movietitle,year,people,image,description
231,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,31,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Underdog,2007,Director: Frederik Du Chau; Stars: Peter Dinklage Jason Lee Amy Adams James Belushi,<img height="209" width="140" alt="Image of Underdog" title="Image of Underdog" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTk5NjkyNzEwOV5BMl5BanBnXkFtZTcwODc5NDI1MQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Underdog" title="Image of Underdog" src="http://ia.media-imdb.com/images/M/MV5BMTk5NjkyNzEwOV5BMl5BanBnXkFtZTcwODc5NDI1MQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A Beagle must use his newly-bestowed superpowers to defend Capitol City from mad scientist Simon Barsinister. (84 mins.)
232,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,32,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Quarantine,2008,Director: John Erick Dowdle; Stars: Jennifer Carpenter Steve Harris Columbus Short Jay Hernandez,<img height="209" width="140" alt="Image of Quarantine" title="Image of Quarantine" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjY0MDgwNTQ4OF5BMl5BanBnXkFtZTcwMzQzNjY3MQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Quarantine" title="Image of Quarantine" src="http://ia.media-imdb.com/images/M/MV5BMjY0MDgwNTQ4OF5BMl5BanBnXkFtZTcwMzQzNjY3MQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A television reporter and her cameraman are trapped inside a building quarantined by the CDC after the outbreak of a mysterious virus which turns humans into bloodthirsty killers. (89 mins.)
233,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,33,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Space Chimps,2008,Director: Kirk DeMicco; Stars: Andy Samberg Stanley Tucci Jeff Daniels Cheryl Hines,<img height="209" width="140" alt="Image of Space Chimps" title="Image of Space Chimps" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNDU0MDY1OTQzOV5BMl5BanBnXkFtZTcwNzQ3ODI3MQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Space Chimps" title="Image of Space Chimps" src="http://ia.media-imdb.com/images/M/MV5BNDU0MDY1OTQzOV5BMl5BanBnXkFtZTcwNzQ3ODI3MQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,Ham III the grandson of the first chimp astronaut is blasted off into space by an opportunity-seeking senator... (81 mins.)
234,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,34,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Superhero Movie,2008,Director: Craig Mazin; Stars: Drake Bell Leslie Nielsen Sara Paxton Christopher McDonald,<img height="209" width="140" alt="Image of Superhero Movie" title="Image of Superhero Movie" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTc0Njc1MTU5Nl5BMl5BanBnXkFtZTcwMjA4NDE2MQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Superhero Movie" title="Image of Superhero Movie" src="http://ia.media-imdb.com/images/M/MV5BMTc0Njc1MTU5Nl5BMl5BanBnXkFtZTcwMjA4NDE2MQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,Orphaned high school student Rick Riker is bitten by a radioactive dragonfly develops super powers (except for the ability to fly) and becomes a hero. (75 mins.)
235,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,35,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Battle for Terra,2007,Director: Aristomenis Tsirbas; Stars: Evan Rachel Wood Luke Wilson Justin Long Chad Allen,<img height="209" width="140" alt="Image of Battle for Terra" title="Image of Battle for Terra" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTQ4NDc1NTYwM15BMl5BanBnXkFtZTcwODY3MTUzMg@@._V1._SY209_CR20140209_.jpg" />; <img height="209" width="140" alt="Image of Battle for Terra" title="Image of Battle for Terra" src="http://ia.media-imdb.com/images/M/MV5BMTQ4NDc1NTYwM15BMl5BanBnXkFtZTcwODY3MTUzMg@@._V1._SY209_CR20140209_.jpg" class="zero-z-index" />,A peaceful alien planet faces annihilation as the homeless remainder of the human race sets its eyes on Terra. Mala a rebellious Terrian teenager will do everything she can to stop it. (85 mins.)
236,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,36,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Mars Needs Moms,2011,Director: Simon Wells; Stars: Seth Green Joan Cusack Dan Fogler Elisabeth Harnois,<img height="209" width="140" alt="Image of Mars Needs Moms" title="Image of Mars Needs Moms" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BOTA0MTQ2Mzc3N15BMl5BanBnXkFtZTcwNzA4ODAwNA@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Mars Needs Moms" title="Image of Mars Needs Moms" src="http://ia.media-imdb.com/images/M/MV5BOTA0MTQ2Mzc3N15BMl5BanBnXkFtZTcwNzA4ODAwNA@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A young boy named Milo gains a deeper appreciation for his mom after Martians come to Earth to take her away. (88 mins.)
237,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,37,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Freezing People Is Easy,,Director: Errol Morris,<img height="209" width="140" alt="Image of Freezing People Is Easy" title="Image of Freezing People Is Easy" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="zero-z-index" />,A man experiments within the burgeoning field of cryogenics during the 1960s.
238,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,38,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Snowpiercer,2013,Director: Joon-ho Bong; Stars: Chris Evans Jamie Bell Tilda Swinton Alison Pill,<img height="209" width="140" alt="Image of Snowpiercer" title="Image of Snowpiercer" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTY0OTIyOTExNl5BMl5BanBnXkFtZTgwOTQ4ODc0MDE@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Snowpiercer" title="Image of Snowpiercer" src="http://ia.media-imdb.com/images/M/MV5BMTY0OTIyOTExNl5BMl5BanBnXkFtZTgwOTQ4ODc0MDE@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,In a future where a failed global-warming experiment kills off all life on the planet except for a lucky few that boarded the Snowpiercer a train that travels around the globe where a class system evolves. (126 mins.)
239,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,39,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,About Time,2013,Director: Richard Curtis; Stars: Domhnall Gleeson Rachel McAdams Bill Nighy Lydia Wilson,<img height="209" width="140" alt="Image of About Time" title="Image of About Time" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of About Time" title="Image of About Time" src="http://ia.media-imdb.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,At the age of 21 Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think. (123 mins.)
240,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,40,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,The Congress,2013,Director: Ari Folman; Stars: Robin Wright Harvey Keitel Jon Hamm Paul Giamatti,<img height="209" width="140" alt="Image of The Congress" title="Image of The Congress" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNTkwNzAwOTI5MV5BMl5BanBnXkFtZTgwNjg1ODAwMDE@._V1._SY209_CR60140209_.jpg" />; <img height="209" width="140" alt="Image of The Congress" title="Image of The Congress" src="http://ia.media-imdb.com/images/M/MV5BNTkwNzAwOTI5MV5BMl5BanBnXkFtZTgwNjg1ODAwMDE@._V1._SY209_CR60140209_.jpg" class="zero-z-index" />,An aging out-of-work actress accepts one last job though the consequences of her decision affect her in ways she didn't consider. (122 mins.)
241,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,41,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,The Colony,2013,Director: Jeff Renfroe; Stars: Kevin Zegers Laurence Fishburne Bill Paxton Charlotte Sullivan,<img height="209" width="140" alt="Image of The Colony" title="Image of The Colony" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNzAzNzEzNDA4OF5BMl5BanBnXkFtZTcwOTUwODA3OQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Colony" title="Image of The Colony" src="http://ia.media-imdb.com/images/M/MV5BNzAzNzEzNDA4OF5BMl5BanBnXkFtZTcwOTUwODA3OQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,Forced underground by the next ice age a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature. (95 mins.)
242,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,42,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Rollerball,1975,Director: Norman Jewison; Stars: James Caan John Houseman Maud Adams John Beck,<img height="209" width="140" alt="Image of Rollerball" title="Image of Rollerball" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNjY4MDg1NTA5OF5BMl5BanBnXkFtZTcwMzE0NzI5NA@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Rollerball" title="Image of Rollerball" src="http://ia.media-imdb.com/images/M/MV5BNjY4MDg1NTA5OF5BMl5BanBnXkFtZTcwMzE0NzI5NA@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,In a corporate-controlled future an ultra-violent sport known as Rollerball represents the world and one of its powerful athletes is out to defy those who want him out of the game. (125 mins.)
243,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,43,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Escape to Witch Mountain,1975,Director: John Hough; Stars: Eddie Albert Ray Milland Donald Pleasence Kim Richards,<img height="209" width="140" alt="Image of Escape to Witch Mountain" title="Image of Escape to Witch Mountain" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTgzOTQ4NTk2OV5BMl5BanBnXkFtZTcwMjMwNDAwMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Escape to Witch Mountain" title="Image of Escape to Witch Mountain" src="http://ia.media-imdb.com/images/M/MV5BMTgzOTQ4NTk2OV5BMl5BanBnXkFtZTcwMjMwNDAwMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home? (97 mins.)
244,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,44,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,King Kong,1976,Director: John Guillermin; Stars: Jeff Bridges Charles Grodin Jessica Lange John Randolph,<img height="209" width="140" alt="Image of King Kong" title="Image of King Kong" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTYzNDg1NDQzMF5BMl5BanBnXkFtZTcwNDQyNzEzMQ@@._V1._SY209_CR130140209_.jpg" />; <img height="209" width="140" alt="Image of King Kong" title="Image of King Kong" src="http://ia.media-imdb.com/images/M/MV5BMTYzNDg1NDQzMF5BMl5BanBnXkFtZTcwNDQyNzEzMQ@@._V1._SY209_CR130140209_.jpg" class="zero-z-index" />,A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla. (134 mins.)
245,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,45,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,The Man Who Fell to Earth,1976,Director: Nicolas Roeg; Stars: David Bowie Rip Torn Candy Clark Buck Henry,<img height="209" width="140" alt="Image of The Man Who Fell to Earth" title="Image of The Man Who Fell to Earth" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTQ1MDc5NTg1N15BMl5BanBnXkFtZTcwODUyNDk5MQ@@._V1._SY209_CR40140209_.jpg" />; <img height="209" width="140" alt="Image of The Man Who Fell to Earth" title="Image of The Man Who Fell to Earth" src="http://ia.media-imdb.com/images/M/MV5BMTQ1MDc5NTg1N15BMl5BanBnXkFtZTcwODUyNDk5MQ@@._V1._SY209_CR40140209_.jpg" class="zero-z-index" />,Thomas Jerome Newton is a humanoid alien who comes to Earth to get water for his dying planet. He starts... (139 mins.)
246,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,46,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Wizards,1977,Director: Ralph Bakshi; Stars: Jesse Welles Bob Holt Richard Romanus David Proval,<img height="209" width="140" alt="Image of Wizards" title="Image of Wizards" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjE4OTUyMTQxM15BMl5BanBnXkFtZTcwOTA0MzUyMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Wizards" title="Image of Wizards" src="http://ia.media-imdb.com/images/M/MV5BMjE4OTUyMTQxM15BMl5BanBnXkFtZTcwOTA0MzUyMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,On a post-apocalyptic Earth a wizard and his faire folk comrades fight an evil wizard who's using technology in his bid for conquest. (80 mins.)
247,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,47,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Capricorn One,1977,Director: Peter Hyams; Stars: Elliott Gould James Brolin Brenda Vaccaro Sam Waterston,<img height="209" width="140" alt="Image of Capricorn One" title="Image of Capricorn One" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjMzMDYyMjYwMF5BMl5BanBnXkFtZTcwOTI5ODE2OQ@@._V1._SY209_CR50140209_.jpg" />; <img height="209" width="140" alt="Image of Capricorn One" title="Image of Capricorn One" src="http://ia.media-imdb.com/images/M/MV5BMjMzMDYyMjYwMF5BMl5BanBnXkFtZTcwOTI5ODE2OQ@@._V1._SY209_CR50140209_.jpg" class="zero-z-index" />,A NASA Mars mission won't work and its funding is endangered so they decide to fake it just this once. But then they have to keep the secret... (123 mins.)
248,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,48,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,The Boys from Brazil,1978,Director: Franklin J. Schaffner; Stars: Gregory Peck Laurence Olivier James Mason Lilli Palmer,<img height="209" width="140" alt="Image of The Boys from Brazil" title="Image of The Boys from Brazil" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjEwNTQ3MDUxMV5BMl5BanBnXkFtZTcwOTg2ODkxMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of The Boys from Brazil" title="Image of The Boys from Brazil" src="http://ia.media-imdb.com/images/M/MV5BMjEwNTQ3MDUxMV5BMl5BanBnXkFtZTcwOTg2ODkxMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,A Nazi hunter in Paraguay discovers a sinister and bizarre plot to rekindle the Third Reich. (125 mins.)
249,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,49,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Attack of the Killer Tomatoes!,1978,Director: John De Bello; Stars: David Miller George Wilson Sharon Taylor J. Stephen Peace,<img height="209" width="140" alt="Image of Attack of the Killer Tomatoes!" title="Image of Attack of the Killer Tomatoes!" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTgzMjQwNTk4NF5BMl5BanBnXkFtZTcwOTMwODEzMQ@@._V1._SY209_CR50140209_.jpg" />; <img height="209" width="140" alt="Image of Attack of the Killer Tomatoes!" title="Image of Attack of the Killer Tomatoes!" src="http://ia.media-imdb.com/images/M/MV5BMTgzMjQwNTk4NF5BMl5BanBnXkFtZTcwOTMwODEzMQ@@._V1._SY209_CR50140209_.jpg" class="zero-z-index" />,A group of scientists band together to save the world from mutated tomatoes that KILL! (83 mins.)
250,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,50,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Piranha,1978,Director: Joe Dante; Stars: Bradford Dillman Heather Menzies-Urich Kevin McCarthy Keenan Wynn,<img height="209" width="140" alt="Image of Piranha" title="Image of Piranha" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTQ3ODY1MzIzOV5BMl5BanBnXkFtZTcwNzM1NTk2Mw@@._V1._SY209_CR40140209_.jpg" />; <img height="209" width="140" alt="Image of Piranha" title="Image of Piranha" src="http://ia.media-imdb.com/images/M/MV5BMTQ3ODY1MzIzOV5BMl5BanBnXkFtZTcwNzM1NTk2Mw@@._V1._SY209_CR40140209_.jpg" class="zero-z-index" />,When flesh-eating piranhas are accidently released into a summer resort's rivers the guests become their next meal. (94 mins.)
251,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,51,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,The Black Hole,1979,Director: Gary Nelson; Stars: Maximilian Schell Anthony Perkins Robert Forster Joseph Bottoms,<img height="209" width="140" alt="Image of The Black Hole" title="Image of The Black Hole" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTcxNjgyMjg2N15BMl5BanBnXkFtZTcwNTE3NTYyMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of The Black Hole" title="Image of The Black Hole" src="http://ia.media-imdb.com/images/M/MV5BMTcxNjgyMjg2N15BMl5BanBnXkFtZTcwNTE3NTYyMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,A research vessel finds a missing ship commanded by a mysterious scientist on the edge of a black hole. (98 mins.)
252,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,52,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,The Brood,1979,Director: David Cronenberg; Stars: Oliver Reed Samantha Eggar Art Hindle Henry Beckman,<img height="209" width="140" alt="Image of The Brood" title="Image of The Brood" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTg2MTczOTU2Nl5BMl5BanBnXkFtZTYwNjU1Mjg5._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Brood" title="Image of The Brood" src="http://ia.media-imdb.com/images/M/MV5BMTg2MTczOTU2Nl5BMl5BanBnXkFtZTYwNjU1Mjg5._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalized wife while a series of brutal attacks committed by a brood of mutant children coincides with the husband's investigation. (92 mins.)
253,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,53,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Phantasm,1979,Director: Don Coscarelli; Stars: A. Michael Baldwin Bill Thornbury Reggie Bannister Kathy Lester,<img height="209" width="140" alt="Image of Phantasm" title="Image of Phantasm" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjAxNDY4MDc5OV5BMl5BanBnXkFtZTYwODU5ODg5._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Phantasm" title="Image of Phantasm" src="http://ia.media-imdb.com/images/M/MV5BMjAxNDY4MDc5OV5BMl5BanBnXkFtZTYwODU5ODg5._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A young boy and his friends face off against a mysterious grave robber known only as the Tall Man who keeps a mysterious arsenal of terrible weapons with him. (88 mins.)
254,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,54,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Stalker,1979,Director: Andrey Tarkovskiy; Stars: Alisa Freyndlikh Aleksandr Kaydanovskiy Anatoliy Solonitsyn Nikolay Grinko,<img height="209" width="140" alt="Image of Stalker" title="Image of Stalker" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNDY2NjU0NDAxOF5BMl5BanBnXkFtZTgwNjQ4MTI2MTE@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Stalker" title="Image of Stalker" src="http://ia.media-imdb.com/images/M/MV5BNDY2NjU0NDAxOF5BMl5BanBnXkFtZTgwNjQ4MTI2MTE@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,A guide leads two men through an area known as the Zone to find a room that grants wishes. (163 mins.)
255,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,55,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Dark Star,1974,Director: John Carpenter; Stars: Dan O'Bannon Dre Pahich Brian Narelle Cal Kuniholm,<img height="209" width="140" alt="Image of Dark Star" title="Image of Dark Star" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTUwODkwMzk1M15BMl5BanBnXkFtZTcwMjc4ODY3Mw@@._V1._SY209_CR40140209_.jpg" />; <img height="209" width="140" alt="Image of Dark Star" title="Image of Dark Star" src="http://ia.media-imdb.com/images/M/MV5BMTUwODkwMzk1M15BMl5BanBnXkFtZTcwMjc4ODY3Mw@@._V1._SY209_CR40140209_.jpg" class="zero-z-index" />,In the far reaches of space a small crew 20 years into their solitary mission find things beginning to go hilariously wrong. (83 mins.)
256,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,56,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Zardoz,1974,Director: John Boorman; Stars: Sean Connery Charlotte Rampling Sara Kestelman John Alderton,<img height="209" width="140" alt="Image of Zardoz" title="Image of Zardoz" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNDU1NzMzNTEyMF5BMl5BanBnXkFtZTgwNTc4NjY1MDE@._V1._SY209_CR50140209_.jpg" />; <img height="209" width="140" alt="Image of Zardoz" title="Image of Zardoz" src="http://ia.media-imdb.com/images/M/MV5BNDU1NzMzNTEyMF5BMl5BanBnXkFtZTgwNTc4NjY1MDE@._V1._SY209_CR50140209_.jpg" class="zero-z-index" />,In the far future a savage trained only to kill finds a way into the community of bored immortals that alone preserves humanity's achievements. (105 mins.)
257,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,57,http://www.imdb.com/list/ls051626175/?start=201&view=detail&sort=listorian:asc,Phantom of the Paradise,1974,Director: Brian De Palma; Stars: Paul Williams William Finley Jessica Harper Gerrit Graham,<img height="209" width="140" alt="Image of Phantom of the Paradise" title="Image of Phantom of the Paradise" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTg1NjI3NDcyN15BMl5BanBnXkFtZTcwMTg4MTU1MQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Phantom of the Paradise" title="Image of Phantom of the Paradise" src="http://ia.media-imdb.com/images/M/MV5BMTg1NjI3NDcyN15BMl5BanBnXkFtZTcwMTg4MTU1MQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,A disfigured composer sells his soul for the woman he loves so that she will perform his music. However an evil record tycoon betrays him and steals his music to open his rock palace The Paradise. (92 mins.)
