catpath	sex	count()
film/animation/2d/animatics	f	1
film/animation/2d/comedy	m	24
film/animation/2d/comedy	n	3
film/animation/2d/comedy	f	11
film/animation/2d/comedy		1
film/animation/2d/consur	m	6
film/animation/2d/consur	f	3
film/animation/2d/devious	f	3
film/animation/2d/devious	m	1
film/animation/2d/drama	f	4
film/animation/2d/drama	m	9
film/animation/2d/drama	n	1
film/animation/2d/fantasy		1
film/animation/2d/fantasy	f	5
film/animation/2d/fantasy	n	1
film/animation/2d/fantasy	m	11
film/animation/2d/horror		1
film/animation/2d/horror	m	4
film/animation/2d/misc		2
film/animation/2d/misc	n	4
film/animation/2d/misc	m	15
film/animation/2d/misc	f	4
film/animation/2d/penciltests		1
film/animation/2d/penciltests	n	1
film/animation/2d/penciltests	m	3
film/animation/2d/penciltests	f	3
film/animation/2d/scifi		2
film/animation/2d/scifi	m	5
film/animation/3d/abstrexp	f	1
film/animation/3d/abstrexp	m	13
film/animation/3d/animatics	m	2
film/animation/3d/comedy	f	5
film/animation/3d/comedy	m	10
film/animation/3d/consur	m	1
film/animation/3d/consur	f	1
film/animation/3d/devious	m	6
film/animation/3d/documentary	m	1
film/animation/3d/drama	m	4
film/animation/3d/fantasy	f	3
film/animation/3d/fantasy	m	5
film/animation/3d/fractal	m	10
film/animation/3d/horror	m	2
film/animation/3d/misc	n	1
film/animation/3d/misc	m	9
film/animation/3d/misc	f	2
film/animation/3d/prerender	m	3
film/animation/3d/scifi	m	5
film/animation/demoreels/commercial	m	7
film/animation/demoreels/compositing/visfx	m	3
film/animation/demoreels/directors	n	1
film/animation/demoreels/directors	m	3
film/animation/demoreels/indie	m	2
film/animation/demoreels/misc	f	2
film/animation/demoreels/misc	m	4
film/animation/demoreels/slideshow	m	1
film/animation/logoid	n	1
film/animation/logoid	m	3
film/animation/musicvideo	m	5
film/animation/stills		1
film/animation/stills	m	1
film/animation/stills	n	1
film/animation/stills	f	38
film/animation/stopmotion/abstrexper	m	1
film/animation/stopmotion/comedy	m	4
film/animation/stopmotion/comedy	f	3
film/animation/stopmotion/consur	f	1
film/animation/stopmotion/consur	m	2
film/animation/stopmotion/drama	m	1
film/animation/stopmotion/drama	f	1
film/animation/stopmotion/fantasy	m	1
film/animation/stopmotion/fantasy	f	1
film/animation/stopmotion/horror	n	1
film/animation/stopmotion/horror	m	3
film/animation/stopmotion/linetests	f	1
film/animation/stopmotion/misc	m	2
film/animation/stopmotion/misc	f	3
film/animation/stopmotion/scifi	m	1
film/commercial	n	4
film/commercial	m	16
film/commercial	f	1
film/film/demoreels/actors	m	1
film/film/demoreels/commercial	m	4
film/film/demoreels/directors	m	2
film/film/demoreels/misc	m	1
film/film/demoreels/slideshow	m	2
film/film/logoid	n	1
film/film/musicvideo	f	2
film/film/musicvideo	m	6
film/film/musicvideo	n	1
film/film/series/comedy	m	6
film/film/series/devious	m	23
film/film/series/documentary	f	2
film/film/series/documentary	m	2
film/film/series/drama	n	1
film/film/series/horror	m	1
film/film/series/misc	m	1
film/film/stills	m	3
film/film/stills	n	1
film/film/stopmotion/abstrexp	f	1
film/film/stopmotion/abstrexp	m	2
film/film/stopmotion/comedy	m	2
film/film/stopmotion/consur	m	3
film/film/stopmotion/devious	f	2
film/film/stopmotion/documentary	m	1
film/film/stopmotion/documentary	f	1
film/film/stopmotion/drama	f	1
film/film/stopmotion/drama	m	3
film/film/stopmotion/misc	m	1
film/film/video/abstrexper	n	2
film/film/video/abstrexper	f	8
film/film/video/abstrexper	m	29
film/film/video/comedy	f	5
film/film/video/comedy	m	23
film/film/video/consur	n	2
film/film/video/consur	m	18
film/film/video/consur	f	1
film/film/video/consur		2
film/film/video/devious		3
film/film/video/devious	n	1
film/film/video/devious	m	10
film/film/video/devmeets	m	1
film/film/video/documentary	m	32
film/film/video/documentary	n	2
film/film/video/documentary	f	2
film/film/video/drama	m	16
film/film/video/drama	n	1
film/film/video/fantasy	m	5
film/film/video/horror	m	12
film/film/video/horror	f	1
film/film/video/misc	m	20
film/film/video/misc	n	5
film/film/video/misc		2
film/film/video/scifi	m	6
film/film/videoart/installation	m	1
film/film/videoart/misc	m	8
film/film/videoart/sigchannel	n	1
film/multimation	m	2
film/multimation	f	3
film/trailers/action		1
film/trailers/action	m	1
film/trailers/animated	m	3
film/trailers/comedy	m	4
film/trailers/drama	m	1
film/trailers/fantasy	m	1
film/trailers/horror	m	2
film/trailers/misc	n	2
film/trailers/misc	m	8
flash/animations	n	128
flash/animations		28
flash/animations	f	352
flash/animations	m	758
flash/games		7
flash/games	f	29
flash/games	n	15
flash/games	m	122
flash/humor		8
flash/humor	f	50
flash/humor	m	168
flash/humor	n	22
flash/interactive		14
flash/interactive	n	28
flash/interactive	m	201
flash/interactive	o	1
flash/interactive	f	142
flash/interfaces		2
flash/interfaces	f	9
flash/interfaces	m	65
flash/interfaces	n	3
flash/intro	f	12
flash/intro	n	3
flash/intro	m	62
flash/movies	n	14
flash/movies	m	107
flash/movies	f	28
flash/movies		2
flash/utilities	m	19
flash/utilities	n	1
flash/utilities	f	2
fractals		763
fractals	f	18215
fractals	m	16008
fractals	n	1316
fractals/animations	m	5
fractals/animations	f	11
fractals/manipulations	m	147
fractals/manipulations	n	10
fractals/manipulations	f	215
fractals/manipulations		25
fractals/rawfractal	m	743
fractals/rawfractal	f	1529
fractals/rawfractal	n	33
fractals/rawfractal		51
fractals/traditional	f	2
fractals/traditional	m	2
gameart/2dgame/characters		3
gameart/2dgame/characters	n	18
gameart/2dgame/characters	m	244
gameart/2dgame/characters	o	2
gameart/2dgame/characters	f	55
gameart/2dgame/environments	o	1
gameart/2dgame/environments	m	72
gameart/2dgame/environments	n	9
gameart/2dgame/environments	f	17
gameart/2dgame/environments		7
gameart/2dgame/vehicles	f	1
gameart/2dgame/vehicles	n	1
gameart/2dgame/vehicles	m	9
gameart/2dgame/vehicles		1
gameart/2dgame/weapons		2
gameart/2dgame/weapons	f	4
gameart/2dgame/weapons	m	20
gameart/3dgame/environments/exterior		2
gameart/3dgame/environments/exterior	f	14
gameart/3dgame/environments/exterior	n	4
gameart/3dgame/environments/exterior	m	37
gameart/3dgame/environments/interior	f	8
gameart/3dgame/environments/interior	m	15
gameart/3dgame/environments/interior		1
gameart/3dgame/environments/props	f	2
gameart/3dgame/environments/props	m	26
gameart/3dgame/monsters	f	15
gameart/3dgame/monsters	n	5
gameart/3dgame/monsters	m	130
gameart/3dgame/monsters		3
gameart/3dgame/vehicles	n	1
gameart/3dgame/vehicles	m	26
gameart/3dgame/vehicles		1
gameart/3dgame/weapons	f	1
gameart/3dgame/weapons	m	35
gameart/gameconcepts/buildings		3
gameart/gameconcepts/buildings	n	6
gameart/gameconcepts/buildings	m	107
gameart/gameconcepts/buildings	f	45
gameart/gameconcepts/characters	f	75
gameart/gameconcepts/characters	m	321
gameart/gameconcepts/characters	n	22
gameart/gameconcepts/characters	o	1
gameart/gameconcepts/characters		7
gameart/gameconcepts/storyline		1
gameart/gameconcepts/storyline	f	13
gameart/gameconcepts/storyline	m	48
gameart/gameconcepts/storylit	f	2
gameart/gameconcepts/storylit	m	2
gameart/gameconcepts/vehicles	m	21
gameart/gameconcepts/vehicles	f	1
gameart/gameconcepts/weapons		1
gameart/gameconcepts/weapons	m	30
gameart/gameconcepts/weapons	f	5
literature/characters/contemporary/profiles	f	2
literature/characters/contemporary/profiles	n	1
literature/characters/contemporary/settings		1
literature/characters/contemporary/sketches	n	2
literature/characters/scifi/profiles		3
literature/characters/scifi/profiles	n	3
literature/characters/scifi/profiles	f	5
literature/characters/scifi/settings		1
literature/characters/scifi/settings	f	3
literature/characters/scifi/settings	m	2
literature/characters/scifi/sketches		2
literature/characters/scifi/sketches	f	2
literature/characters/scifi/sketches	m	1
literature/characters/scifi/sketches	n	1
literature/poetry/childrens/ballad	f	1
literature/poetry/childrens/fixed	f	7
literature/poetry/childrens/fixed	n	1
literature/poetry/childrens/fixed	m	8
literature/poetry/childrens/fixed		1
literature/poetry/childrens/haiku	n	1
literature/poetry/childrens/haiku	m	1
literature/poetry/childrens/limerick	n	1
literature/poetry/childrens/open	f	20
literature/poetry/childrens/open	o	2
literature/poetry/childrens/open	n	1
literature/poetry/childrens/open	m	20
literature/poetry/childrens/song	m	3
literature/poetry/childrens/sonnet	m	5
literature/poetry/childrens/spokenword	f	3
literature/poetry/childrens/villanelle	m	1
literature/poetry/childrens/visual	m	1
literature/poetry/emotional/concrete	m	2
literature/poetry/emotional/concrete	f	3
literature/poetry/emotional/freeverse		5
literature/poetry/emotional/freeverse	f	83
literature/poetry/emotional/freeverse	m	33
literature/poetry/emotional/freeverse	n	14
literature/poetry/emotional/songs	f	5
literature/poetry/emotional/songs	m	15
literature/poetry/emotional/traditional	m	9
literature/poetry/emotional/traditional	f	13
literature/poetry/emotional/urban	f	5
literature/poetry/emotional/urban	n	1
literature/poetry/emotional/urban	m	7
literature/poetry/emotional/visual		2
literature/poetry/emotional/visual	m	4
literature/poetry/emotional/visual	f	3
literature/poetry/experimental/cyberpoetry	n	1
literature/poetry/experimental/cyberpoetry	m	3
literature/poetry/experimental/cyberpoetry	f	2
literature/poetry/experimental/other	f	177
literature/poetry/experimental/other	m	95
literature/poetry/experimental/other	n	17
literature/poetry/experimental/other		2
literature/poetry/experimental/surrealism		3
literature/poetry/experimental/surrealism	f	49
literature/poetry/experimental/surrealism	m	44
literature/poetry/experimental/surrealism	n	22
literature/poetry/experimental/typographical		1
literature/poetry/experimental/typographical	f	43
literature/poetry/experimental/typographical	n	4
literature/poetry/experimental/typographical	m	48
literature/poetry/family/ballad	f	1
literature/poetry/family/fixed		1
literature/poetry/family/fixed	m	18
literature/poetry/family/fixed	n	2
literature/poetry/family/fixed	f	16
literature/poetry/family/haiku	f	2
literature/poetry/family/haiku	n	2
literature/poetry/family/haiku	m	16
literature/poetry/family/open		4
literature/poetry/family/open	n	11
literature/poetry/family/open	m	46
literature/poetry/family/open	f	117
literature/poetry/family/song	m	2
literature/poetry/family/song	n	2
literature/poetry/family/song	f	3
literature/poetry/family/sonnet	m	1
literature/poetry/family/spokenword	n	1
literature/poetry/family/spokenword	m	4
literature/poetry/family/spokenword	f	8
literature/poetry/family/villanelle	m	1
literature/poetry/general	n	1
literature/poetry/general/artpoetry		11
literature/poetry/general/artpoetry	m	242
literature/poetry/general/artpoetry	n	40
literature/poetry/general/artpoetry	f	195
literature/poetry/general/ballad		2
literature/poetry/general/ballad	m	11
literature/poetry/general/ballad	n	5
literature/poetry/general/ballad	f	26
literature/poetry/general/concrete	f	1
literature/poetry/general/concrete	m	1
literature/poetry/general/fixed		7
literature/poetry/general/fixed	f	191
literature/poetry/general/fixed	o	1
literature/poetry/general/fixed	n	23
literature/poetry/general/fixed	m	192
literature/poetry/general/haiku	f	121
literature/poetry/general/haiku	o	1
literature/poetry/general/haiku	n	7
literature/poetry/general/haiku	m	187
literature/poetry/general/haiku		7
literature/poetry/general/limerick	n	1
literature/poetry/general/limerick	m	6
literature/poetry/general/limerick	f	3
literature/poetry/general/open	o	1
literature/poetry/general/open	n	311
literature/poetry/general/open	m	2085
literature/poetry/general/open		83
literature/poetry/general/open	f	1844
literature/poetry/general/song	f	51
literature/poetry/general/song	m	59
literature/poetry/general/song	n	13
literature/poetry/general/sonnet	n	3
literature/poetry/general/sonnet	m	31
literature/poetry/general/sonnet	f	18
literature/poetry/general/spokenword	n	5
literature/poetry/general/spokenword	m	89
literature/poetry/general/spokenword	f	57
literature/poetry/general/spokenword		2
literature/poetry/general/villanelle		1
literature/poetry/general/villanelle	f	2
literature/poetry/general/villanelle	m	2
literature/poetry/horror/ballad	f	5
literature/poetry/horror/ballad	m	1
literature/poetry/horror/ballad	n	1
literature/poetry/horror/concrete	m	1
literature/poetry/horror/fixed	n	6
literature/poetry/horror/fixed	m	37
literature/poetry/horror/fixed	f	29
literature/poetry/horror/fixed		2
literature/poetry/horror/haiku	f	4
literature/poetry/horror/haiku	m	2
literature/poetry/horror/limerick	m	3
literature/poetry/horror/open		8
literature/poetry/horror/open	f	133
literature/poetry/horror/open	n	19
literature/poetry/horror/open	m	107
literature/poetry/horror/sestina		1
literature/poetry/horror/sestina	m	1
literature/poetry/horror/song	f	12
literature/poetry/horror/song	m	10
literature/poetry/horror/song	n	2
literature/poetry/horror/sonnet	f	3
literature/poetry/horror/sonnet	m	1
literature/poetry/horror/spokenword	f	9
literature/poetry/horror/spokenword	n	2
literature/poetry/horror/spokenword	m	6
literature/poetry/horror/villanelle	m	2
literature/poetry/humanity/ballad	f	15
literature/poetry/humanity/ballad	m	2
literature/poetry/humanity/ballad	n	1
literature/poetry/humanity/concrete	f	1
literature/poetry/humanity/fixed		6
literature/poetry/humanity/fixed	m	184
literature/poetry/humanity/fixed	n	14
literature/poetry/humanity/fixed	f	123
literature/poetry/humanity/haiku		2
literature/poetry/humanity/haiku	f	47
literature/poetry/humanity/haiku	o	1
literature/poetry/humanity/haiku	n	15
literature/poetry/humanity/haiku	m	121
literature/poetry/humanity/limerick	f	2
literature/poetry/humanity/limerick	m	1
literature/poetry/humanity/open		125
literature/poetry/humanity/open	f	1309
literature/poetry/humanity/open	o	2
literature/poetry/humanity/open	n	274
literature/poetry/humanity/open	m	759
literature/poetry/humanity/sestina	f	1
literature/poetry/humanity/song	f	53
literature/poetry/humanity/song	n	15
literature/poetry/humanity/song	m	50
literature/poetry/humanity/sonnet	f	17
literature/poetry/humanity/sonnet	m	3
literature/poetry/humanity/sonnet	n	1
literature/poetry/humanity/spokenword		1
literature/poetry/humanity/spokenword	m	48
literature/poetry/humanity/spokenword	f	74
literature/poetry/humanity/spokenword	n	9
literature/poetry/humanity/villanelle	m	6
literature/poetry/humanity/villanelle	f	2
literature/poetry/humanity/visual	f	6
literature/poetry/humanity/visual	m	1
literature/poetry/humanity/visual	n	4
literature/poetry/humor/ballad		1
literature/poetry/humor/ballad	n	1
literature/poetry/humor/ballad	m	2
literature/poetry/humor/concrete	m	2
literature/poetry/humor/concrete	f	2
literature/poetry/humor/fixed		1
literature/poetry/humor/fixed	f	46
literature/poetry/humor/fixed	m	47
literature/poetry/humor/fixed	o	2
literature/poetry/humor/fixed	n	5
literature/poetry/humor/haiku	n	7
literature/poetry/humor/haiku	m	21
literature/poetry/humor/haiku	f	10
literature/poetry/humor/haiku		2
literature/poetry/humor/limerick	m	5
literature/poetry/humor/limerick	n	4
literature/poetry/humor/limerick	f	4
literature/poetry/humor/limerick		1
literature/poetry/humor/open		5
literature/poetry/humor/open	m	72
literature/poetry/humor/open	n	9
literature/poetry/humor/open	f	49
literature/poetry/humor/sestina	m	1
literature/poetry/humor/song	f	8
literature/poetry/humor/song	n	4
literature/poetry/humor/song	m	13
literature/poetry/humor/sonnet	m	6
literature/poetry/humor/sonnet	f	3
literature/poetry/humor/spokenword	f	5
literature/poetry/humor/spokenword	m	8
literature/poetry/humor/spokenword	n	1
literature/poetry/humor/visual	f	1
literature/poetry/narrative/ballad	m	7
literature/poetry/narrative/ballad	f	6
literature/poetry/narrative/fixed	n	12
literature/poetry/narrative/fixed	m	23
literature/poetry/narrative/fixed	f	29
literature/poetry/narrative/haiku	m	2
literature/poetry/narrative/haiku	n	4
literature/poetry/narrative/haiku	f	12
literature/poetry/narrative/limerick	m	2
literature/poetry/narrative/open	m	212
literature/poetry/narrative/open	n	72
literature/poetry/narrative/open	f	299
literature/poetry/narrative/open		30
literature/poetry/narrative/sestina	f	5
literature/poetry/narrative/song	m	10
literature/poetry/narrative/song	f	5
literature/poetry/narrative/song	n	2
literature/poetry/narrative/spokenword	f	19
literature/poetry/narrative/spokenword	n	1
literature/poetry/narrative/spokenword	m	12
literature/poetry/narrative/spokenword/concrete	f	1
literature/poetry/narrative/spokenword/visual	f	1
literature/poetry/narrative/villanelle	m	1
literature/poetry/narrative/villanelle	f	1
literature/poetry/nature/ballad	f	2
literature/poetry/nature/ballad	m	3
literature/poetry/nature/fixed	f	29
literature/poetry/nature/fixed		1
literature/poetry/nature/fixed	n	8
literature/poetry/nature/fixed	m	36
literature/poetry/nature/haiku	n	23
literature/poetry/nature/haiku	m	138
literature/poetry/nature/haiku	f	108
literature/poetry/nature/haiku		12
literature/poetry/nature/open		16
literature/poetry/nature/open	m	146
literature/poetry/nature/open	f	172
literature/poetry/nature/open	n	32
literature/poetry/nature/sestina	f	1
literature/poetry/nature/song	f	3
literature/poetry/nature/sonnet	f	4
literature/poetry/nature/sonnet	n	2
literature/poetry/nature/spokenword	m	1
literature/poetry/nature/spokenword	f	5
literature/poetry/nature/villanelle	n	2
literature/poetry/nature/villanelle	m	1
literature/poetry/nature/villanelle	f	1
literature/poetry/oldpoetry/abstract	n	2
literature/poetry/oldpoetry/abstract	m	49
literature/poetry/oldpoetry/abstract	f	37
literature/poetry/oldpoetry/dark		1
literature/poetry/oldpoetry/dark	m	163
literature/poetry/oldpoetry/dark	n	13
literature/poetry/oldpoetry/dark	f	100
literature/poetry/oldpoetry/emotional	f	393
literature/poetry/oldpoetry/emotional	m	601
literature/poetry/oldpoetry/emotional	n	37
literature/poetry/oldpoetry/emotional		1
literature/poetry/oldpoetry/experimental	n	4
literature/poetry/oldpoetry/experimental	m	36
literature/poetry/oldpoetry/experimental	f	21
literature/poetry/oldpoetry/gothic	f	3
literature/poetry/oldpoetry/gothic	m	12
literature/poetry/oldpoetry/lyrical	f	24
literature/poetry/oldpoetry/lyrical	n	3
literature/poetry/oldpoetry/lyrical	m	86
literature/poetry/oldpoetry/rhymes	f	24
literature/poetry/oldpoetry/rhymes	m	50
literature/poetry/oldpoetry/rhymes	n	11
literature/poetry/philosophical/ballad	m	3
literature/poetry/philosophical/ballad	f	3
literature/poetry/philosophical/fixed	m	32
literature/poetry/philosophical/fixed	f	20
literature/poetry/philosophical/fixed	n	3
literature/poetry/philosophical/haiku	m	22
literature/poetry/philosophical/haiku	n	14
literature/poetry/philosophical/haiku	f	14
literature/poetry/philosophical/open	n	36
literature/poetry/philosophical/open	m	230
literature/poetry/philosophical/open	f	199
literature/poetry/philosophical/open		3
literature/poetry/philosophical/sonnet		1
literature/poetry/philosophical/sonnet	m	3
literature/poetry/philosophical/sonnet	n	1
literature/poetry/philosophical/sonnet	f	18
literature/poetry/philosophical/spokenword		4
literature/poetry/philosophical/spokenword	f	11
literature/poetry/philosophical/spokenword	n	5
literature/poetry/philosophical/spokenword	m	9
literature/poetry/romantic/erotic/ballad	f	1
literature/poetry/romantic/erotic/ballad	m	1
literature/poetry/romantic/erotic/fixed	f	13
literature/poetry/romantic/erotic/fixed	m	17
literature/poetry/romantic/erotic/fixed	n	1
literature/poetry/romantic/erotic/haiku	f	2
literature/poetry/romantic/erotic/haiku	n	1
literature/poetry/romantic/erotic/haiku	m	5
literature/poetry/romantic/erotic/open	m	93
literature/poetry/romantic/erotic/open	n	6
literature/poetry/romantic/erotic/open	o	1
literature/poetry/romantic/erotic/open	f	135
literature/poetry/romantic/erotic/open		1
literature/poetry/romantic/erotic/song	f	5
literature/poetry/romantic/erotic/song	m	1
literature/poetry/romantic/erotic/sonnet	m	1
literature/poetry/romantic/erotic/spokenword	f	14
literature/poetry/romantic/erotic/spokenword	m	5
literature/poetry/romantic/erotic/spokenword	n	2
literature/poetry/romantic/erotic/villanelle	n	1
literature/poetry/romantic/erotic/visual	m	1
literature/poetry/romantic/married/fixed	m	5
literature/poetry/romantic/married/fixed	f	1
literature/poetry/romantic/married/haiku	n	1
literature/poetry/romantic/married/open	f	18
literature/poetry/romantic/married/open	m	18
literature/poetry/romantic/married/open	o	1
literature/poetry/romantic/mature/ballad	f	1
literature/poetry/romantic/mature/ballad	m	1
literature/poetry/romantic/mature/ballad	n	1
literature/poetry/romantic/mature/fixed	n	8
literature/poetry/romantic/mature/fixed	m	33
literature/poetry/romantic/mature/fixed	f	19
literature/poetry/romantic/mature/haiku	n	1
literature/poetry/romantic/mature/haiku	m	14
literature/poetry/romantic/mature/haiku	f	1
literature/poetry/romantic/mature/limerick	m	1
literature/poetry/romantic/mature/open	o	2
literature/poetry/romantic/mature/open	f	148
literature/poetry/romantic/mature/open	n	11
literature/poetry/romantic/mature/open	m	131
literature/poetry/romantic/mature/sestina	f	1
literature/poetry/romantic/mature/sestina	n	1
literature/poetry/romantic/mature/song	f	5
literature/poetry/romantic/mature/song	n	1
literature/poetry/romantic/mature/song	m	10
literature/poetry/romantic/mature/sonnet	m	5
literature/poetry/romantic/mature/sonnet	f	1
literature/poetry/romantic/mature/spokenword	f	12
literature/poetry/romantic/mature/spokenword	n	2
literature/poetry/romantic/mature/spokenword	m	7
literature/poetry/romantic/mature/villanelle	m	2
literature/poetry/romantic/mature/villanelle		1
literature/poetry/romantic/other/ballad	f	4
literature/poetry/romantic/other/concrete	f	2
literature/poetry/romantic/other/fixed	m	81
literature/poetry/romantic/other/fixed	n	9
literature/poetry/romantic/other/fixed	f	71
literature/poetry/romantic/other/fixed		2
literature/poetry/romantic/other/haiku	m	15
literature/poetry/romantic/other/haiku	f	16
literature/poetry/romantic/other/open		6
literature/poetry/romantic/other/open	f	552
literature/poetry/romantic/other/open	m	448
literature/poetry/romantic/other/open	n	63
literature/poetry/romantic/other/sestina	f	3
literature/poetry/romantic/other/sestina	m	1
literature/poetry/romantic/other/song		2
literature/poetry/romantic/other/song	m	9
literature/poetry/romantic/other/song	f	14
literature/poetry/romantic/other/sonnet	m	2
literature/poetry/romantic/other/sonnet	f	37
literature/poetry/romantic/other/spokenword	f	22
literature/poetry/romantic/other/spokenword	m	16
literature/poetry/romantic/other/spokenword	n	2
literature/poetry/romantic/other/villanelle	m	1
literature/poetry/romantic/other/visual	f	5
literature/poetry/romantic/other/visual	n	1
literature/poetry/romantic/tawdry/ballad	m	2
literature/poetry/romantic/tawdry/ballad	f	1
literature/poetry/romantic/tawdry/fixed	f	5
literature/poetry/romantic/tawdry/fixed	m	4
literature/poetry/romantic/tawdry/fixed	n	1
literature/poetry/romantic/tawdry/haiku	f	2
literature/poetry/romantic/tawdry/haiku	m	1
literature/poetry/romantic/tawdry/open		1
literature/poetry/romantic/tawdry/open	n	6
literature/poetry/romantic/tawdry/open	f	48
literature/poetry/romantic/tawdry/open	m	25
literature/poetry/romantic/tawdry/sestina	m	1
literature/poetry/romantic/tawdry/song	m	3
literature/poetry/romantic/tawdry/sonnet	m	1
literature/poetry/romantic/tawdry/spokenword	m	3
literature/poetry/romantic/tawdry/spokenword	f	2
literature/poetry/romantic/tawdry/visual	f	1
literature/poetry/romantic/teen/ballad	f	3
literature/poetry/romantic/teen/ballad	m	3
literature/poetry/romantic/teen/fixed	n	3
literature/poetry/romantic/teen/fixed	m	42
literature/poetry/romantic/teen/fixed	f	18
literature/poetry/romantic/teen/fixed		6
literature/poetry/romantic/teen/haiku	m	3
literature/poetry/romantic/teen/haiku	f	3
literature/poetry/romantic/teen/limerick	n	1
literature/poetry/romantic/teen/open		3
literature/poetry/romantic/teen/open	f	131
literature/poetry/romantic/teen/open	m	97
literature/poetry/romantic/teen/open	n	39
literature/poetry/romantic/teen/song	m	34
literature/poetry/romantic/teen/song	n	3
literature/poetry/romantic/teen/song	f	13
literature/poetry/romantic/teen/sonnet	m	1
literature/poetry/romantic/teen/sonnet	f	2
literature/poetry/romantic/teen/spokenword	m	8
literature/poetry/romantic/teen/spokenword	f	10
literature/poetry/romantic/teen/villanelle	f	1
literature/poetry/satire/ballad	f	1
literature/poetry/satire/fixed	n	1
literature/poetry/satire/fixed	m	10
literature/poetry/satire/fixed	f	5
literature/poetry/satire/haiku	f	1
literature/poetry/satire/haiku	n	1
literature/poetry/satire/haiku	m	1
literature/poetry/satire/open		1
literature/poetry/satire/open	f	26
literature/poetry/satire/open	n	6
literature/poetry/satire/open	m	46
literature/poetry/satire/song	n	4
literature/poetry/satire/song	m	5
literature/poetry/satire/song	f	3
literature/poetry/satire/sonnet	m	1
literature/poetry/satire/sonnet	f	1
literature/poetry/satire/spokenword	f	2
literature/poetry/satire/spokenword	m	10
literature/poetry/satire/villanelle	m	1
literature/poetry/sociopolitical/ballad	m	1
literature/poetry/sociopolitical/concrete	f	2
literature/poetry/sociopolitical/fixed	m	31
literature/poetry/sociopolitical/fixed	n	4
literature/poetry/sociopolitical/fixed	o	1
literature/poetry/sociopolitical/fixed	f	19
literature/poetry/sociopolitical/haiku	f	3
literature/poetry/sociopolitical/haiku	m	7
literature/poetry/sociopolitical/haiku	n	2
literature/poetry/sociopolitical/open	f	77
literature/poetry/sociopolitical/open		4
literature/poetry/sociopolitical/open	o	1
literature/poetry/sociopolitical/open	m	129
literature/poetry/sociopolitical/open	n	31
literature/poetry/sociopolitical/sestina	f	1
literature/poetry/sociopolitical/song	m	9
literature/poetry/sociopolitical/song	n	1
literature/poetry/sociopolitical/song	f	4
literature/poetry/sociopolitical/sonnet	m	3
literature/poetry/sociopolitical/spokenword	m	15
literature/poetry/sociopolitical/spokenword	f	7
literature/poetry/sociopolitical/villanelle	m	1
literature/poetry/sociopolitical/visual	n	2
literature/poetry/spiritual/ballad	f	2
literature/poetry/spiritual/concrete	m	1
literature/poetry/spiritual/concrete	f	2
literature/poetry/spiritual/fixed	m	42
literature/poetry/spiritual/fixed	n	2
literature/poetry/spiritual/fixed	f	33
literature/poetry/spiritual/fixed		1
literature/poetry/spiritual/haiku	m	21
literature/poetry/spiritual/haiku	f	11
literature/poetry/spiritual/haiku	n	3
literature/poetry/spiritual/open		8
literature/poetry/spiritual/open	m	226
literature/poetry/spiritual/open	f	172
literature/poetry/spiritual/open	n	22
literature/poetry/spiritual/song	m	8
literature/poetry/spiritual/song	f	15
literature/poetry/spiritual/sonnet	m	1
literature/poetry/spiritual/spokenword	n	2
literature/poetry/spiritual/spokenword	m	9
literature/poetry/spiritual/spokenword	f	7
literature/poetry/spiritual/spokenword		1
literature/poetry/spiritual/visual	f	1
literature/poetry/spiritual/visual	m	2
literature/poetry/transgressive	n	1
literature/poetry/transgressive/fixed	f	7
literature/poetry/transgressive/fixed	n	1
literature/poetry/transgressive/fixed	m	9
literature/poetry/transgressive/haiku	m	2
literature/poetry/transgressive/limerick	m	1
literature/poetry/transgressive/open	n	8
literature/poetry/transgressive/open	m	32
literature/poetry/transgressive/open	f	49
literature/poetry/transgressive/open	o	1
literature/poetry/transgressive/song	m	3
literature/poetry/transgressive/song	n	1
literature/poetry/transgressive/song	f	2
literature/poetry/transgressive/sonnet	m	1
literature/poetry/transgressive/spokenword	f	1
literature/poetry/transgressive/spokenword	m	6
literature/poetry/transgressive/villanelle	f	2
literature/poetry/transgressive/visual	f	2
literature/poetry/urban/fixed	f	1
literature/poetry/urban/fixed	n	2
literature/poetry/urban/fixed	m	7
literature/poetry/urban/haiku	m	9
literature/poetry/urban/haiku	f	3
literature/poetry/urban/open	n	4
literature/poetry/urban/open	m	27
literature/poetry/urban/open	f	13
literature/poetry/urban/song	m	3
literature/poetry/urban/spokenword	m	18
literature/poetry/urban/spokenword	f	2
literature/prose/fiction/children	m	11
literature/prose/fiction/children	n	4
literature/prose/fiction/children	f	29
literature/prose/fiction/children/flashfic	f	1
literature/prose/fiction/children/intros	f	1
literature/prose/fiction/children/shortstory		2
literature/prose/fiction/children/shortstory	f	5
literature/prose/fiction/children/shortstory	m	3
literature/prose/fiction/familylife/flashfic	f	4
literature/prose/fiction/familylife/flashfic	m	2
literature/prose/fiction/familylife/intros	f	2
literature/prose/fiction/familylife/shortstory	f	1
literature/prose/fiction/familylife/shortstory	m	2
literature/prose/fiction/fanfiction	f	94
literature/prose/fiction/fanfiction	n	5
literature/prose/fiction/fanfiction	m	42
literature/prose/fiction/fanfiction		2
literature/prose/fiction/fantasy	f	418
literature/prose/fiction/fantasy	o	1
literature/prose/fiction/fantasy	n	46
literature/prose/fiction/fantasy	m	237
